label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
4	615 m/(s^2)	1.5536	San Francisco	soccer	0.9016	1145 N	0.5503	0.7048	1084	876 m^2	670
2	559 m/(s^2)	0.8199	San Diego	golf	0.4638	1123 N	0.9994	0.9495	1074	756 m^2	278
2	-93 m/(s^2)	1.1591	sACRAMENTO	golf	1.1982	1279 N	0.9824	0.4892	1140	568 m^2	50
1	496 m/(s^2)	0.8902	Oakland	boxing	0.9769	1366 N	0.8467	0.1247	697	977 m^2	1006
3	960 m/(s^2)	0.5944	Fresno	badminton	0.9062	1079 N	1.0958	0.7222	1079	255 m^2	776
2	319 m/(s^2)	1.1891	Riverside	golf	0.8596	1433 N	0.7567	0.8744	1194	252 m^2	350
2	980 m/(s^2)	1.0787	Sacramento	basketball	0.5037	667 N	0.8114	0.7934	1262	962 m^2	133
6	737 m/(s^2)	0.9796	Los Angeles	tennis	1.0517	286 N	1.0111	0.9334	1138	330 m^2	889
3	1171 m/(s^2)	0.9181	Oakland	badminton	0.9615	1430 N	1.3372	0.8029	1027	443 m^2	1088
0	491 m/(s^2)	0.5966	Irvine	track & field	0.8011	473 N	1.0511	0.6942	437	785 m^2	765
2	461 m/(s^2)	0.6378	Moreno Valley	golf	0.657	864 N	0.9615	0.6682	1049	302 m^2	-96
2	469 m/(s^2)	1.4371	San Diego	golf	0.5665	1389 N	0.6752	0.1733	798	448 m^2	166
4	1274 m/(s^2)	0.9477	San Francisco	soccer	0.8823	860 N	0.0682	0.4342	970	726 m^2	372
6	928 m/(s^2)	0.6986	Long Beach	running	0.8223	281 N	1.082	0.6571	746	210 m^2	867
1	634 m/(s^2)	1.073	Santa Ana	boxing	0.9456	1697 N	1.1329	-0.0617	901	1214 m^2	729
1	491 m/(s^2)	0.9003	San Bernardino	BASKETBALL	0.6337	1236 N	0.8378	0.0565	790	566 m^2	873
4	904 m/(s^2)	0.5733	San Francisco	soccer	1.1233	1126 N	0.6272	0.9774	525	1544 m^2	477
4	1044 m/(s^2)	0.5452	Los Angeles	soccer	1.0913	721 N	0.8788	0.7611	1215	978 m^2	292
2	374 m/(s^2)	0.7545	Anaheim	golf	0.3972	914 N	1.1091	0.4824	921	272 m^2	n/a
1	694 m/(s^2)	0.9874	San Bernardino	boxing	0.9077	1088 N	0.9769	-0.1691	1308	612 m^2	1117
2	403 m/(s^2)	0.9603	Riverside	basketball	0.9081	1088 N	0.9364	0.8858	791	540 m^2	208
4	849 m/(s^2)	1.1445	Santa Ana	soccer	0.8138	762 N	0.4692	0.629	936	871 m^2	591
4	554 m/(s^2)	1.1856	San Francisco	soccer	1.2469	664 N	0.5987	0.983	1392	1161 m^2	186
5	1037 m/(s^2)	0.4102	Chula Vista	volleyball	0.1324	1268 N	-0.1629	0.4232	981	437 m^2	936
6	602 m/(s^2)	1.3047	Long Beach	running	1.1047	490 N	0.894	0.8467	945	13 m^2	965
3	811 m/(s^2)	1.4237	Fresno	motor sports, baseball	0.8436	784 N	1.0646	0.8027	821	580 m^2	1056
4	772 m/(s^2)	0.809	San Francisco	soccer	1.0864	977 N	0.0866	0.6003	1051	925 m^2	?
2	1153 m/(s^2)	1.1605	Moreno Valley	golf	0.5751	950 N	0.9854	0.5854	1346	550 m^2	248
3	1191 m/(s^2)	0.9238	Modesto	MOTOR SPORTS	0.8895	657 N	1.0182	0.8449	875	275 m^2	988
0	172 m/(s^2)	1.2795	San Jose	track & field	1.098	195 N	0.7983	0.3827	498	1514 m^2	1474
3	1035 m/(s^2)	0.9456	Oakland	badminton	1.126	1411 N	1.0049	0.7561	844	211 m^2	1006
0	541 m/(s^2)	1.2605	San Francisco	ice hockey	0.9807	249 N	1.2057	0.5756	374	140 m^2	1018
3	1341 m/(s^2)	1.01	Fresno	baseball, badminton	0.7612	1119 N	0.6705	0.7457	1094	878 m^2	546
4	1194 m/(s^2)	0.6678	San Francisco	soccer	1.0009	605 N	0.1505	0.5842	995	613 m^2	750
5	650 m/(s^2)	0.1936	Chula Vista	volleyball	0.3217	1109 N	-0.242	0.0827	590	601 m^2	1156
6	764 m/(s^2)	1.1802	Santa Ana	running	1.073	882 N	0.9113	0.6093	N/A	727 m^2	979
4	1028 m/(s^2)	1.3387	San Francisco	soccer	1.3381	1485 N	0.6094	0.3342	1198	1000 m^2	594
6	1109 m/(s^2)	1.2788	Stockton	running	0.6556	745 N	1.2083	n/a	856	-454 m^2	1075
2	689 m/(s^2)	0.8773	Moreno Valley	golf	0.9651	678 N	1.0509	0.8801	984	411 m^2	43
2	607 m/(s^2)	0.8724	San Jose	golf	0.2155	698 N	0.8694	0.7628	1300	60 m^2	415
1	818 m/(s^2)	0.9189	Fresno	basketball	0.9443	977 N	0.9421	-0.0346	514	903 m^2	925
3	1089 m/(s^2)	0.9563	Oakland	boxing	1.2424	1386 N	1.1025	0.7237	1104	547 m^2	1081
6	907 m/(s^2)	0.8043	Los Angeles	running, football	1.2378	479 N	1.4459	0.9018	1315	2 m^2	837
3	1672 m/(s^2)	0.772	Oakland	BASEBALL	1.1237	1734 N	1.0841	0.7507	837	111 m^2	885
5	722 m/(s^2)	0.4586	Bakersfield	volleyball	0.2312	910 N	-0.022	-0.0022	1258	993 m^2	982
1	401 m/(s^2)	0.8113	Santa Ana	boxing	0.847	856 N	1.0605	0.1132	1396	920 m^2	967
3	725 m/(s^2)	1.1336	Fresno	baseball	1.0703	986 N	1.2582	0.7443	703	269 m^2	818
5	777 m/(s^2)	0.3521	Chula Vista	volleyball	0.3437	1224 N	-0.1402	0.3073	1025	539 m^2	1312
6	1274 m/(s^2)	1.0019	Long Beach	football, tennis	1.1668	846 N	0.9975	0.6321	866	229 m^2	721
6	768 m/(s^2)	0.719	Long Beach	tennis, running	0.8674	615 N	0.7874	0.836	1092	-170 m^2	767
0	3 m/(s^2)	0.9407	Fremont	track & field	1.0366	349 N	1.2324	0.5705	289	1143 m^2	1534
3	1101 m/(s^2)	1.1036	Fresno	motor sports, baseball	1.4698	1249 N	1.1895	0.765	579	691 m^2	1267
5	846 m/(s^2)	0.342	Bakersfield	volleyball	0.3797	1221 N	-0.2282	0.3654	1106	746 m^2	992
5	479 m/(s^2)	0.3196	Bakersfield	volleyball	0.336	759 N	-0.0219	0.3588	1065	680 m^2	1094
4	854 m/(s^2)	0.637	San Francisco	basketball	1.118	815 N	0.2387	0.481	652	971 m^2	888
6	895 m/(s^2)	1.1359	Los Angeles	tennis, running	1.1671	904 N	1.1526	0.6666	1089	64 m^2	945
2	1072 m/(s^2)	1.1109	Moreno Valley	golf	0.7728	1029 N	1.1317	0.7317	849	456 m^2	352
3	1371 m/(s^2)	0.9286	Oakland	motor sports	0.726	1299 N	0.9968	0.4409	471	292 m^2	944
5	610 m/(s^2)	0.2053	Fresno	volleyball	0.3412	923 N	-0.4109	0.0671	1058	612 m^2	1181
6	978 m/(s^2)	1.3964	Los Angeles	running	0.9194	910 N	1.0238	0.4741	918	717 m^2	1039
5	1027 m/(s^2)	0.4847	Bakersfield	volleyball	-0.005	1163 N	0.0195	0.2499	838	536 m^2	705
3	1415 m/(s^2)	1.0745	Fresno	badminton, baseball	1.2207	838 N	1.1392	0.8909	862	603 m^2	909
4	997 m/(s^2)	1.02	San Francisco	soccer	1.0784	899 N	0.5723	0.9471	1296	597 m^2	518
1	903 m/(s^2)	1.0311	Anaheim	basketball	0.9928	654 N	1.1963	-0.3026	NULL	1079 m^2	1462
1	854 m/(s^2)	0.7115	Anaheim	boxing	0.9015	1405 N	0.8696	0.098	1172	940 m^2	1178
3	1050 m/(s^2)	1.2771	Oakland	motor sports	0.7884	898 N	0.7823	0.7754	934	515 m^2	936
3	1122 m/(s^2)	1.1861	Oakland	baseball, motor sports	1.0453	924 N	0.9673	0.781	834	541 m^2	1148
1	143 m/(s^2)	0.8582	San Francisco	basketball	1.0402	854 N	1.0339	0.002	1210	509 m^2	939
6	1136 m/(s^2)	1.2137	Sacramento	football, running	0.8917	546 N	0.4607	0.818	1182	309 m^2	759
4	1034 m/(s^2)	1.1172	San Diego	soccer	1.0934	1203 N	0.2307	0.691	822	543 m^2	338
1	368 m/(s^2)	1.2029	San Bernardino	boxing	0.8925	693 N	1.043	0.4439	902	1053 m^2	1348
1	477 m/(s^2)	0.9297	San Bernardino	boxing	0.9259	951 N	0.952	0.1631	1043	737 m^2	809
0	619 m/(s^2)	0.9731	Irvine	track & field	0.7585	470 N	0.7478	0.472	258	1026 m^2	995
3	874 m/(s^2)	0.8134	Fresno	motor sports, badminton	0.9986	687 N	0.9912	0.9248	753	596 m^2	678
1	114 m/(s^2)	1.1233	San Bernardino	boxing	0.7454	988 N	1.246	0.0366	1250	1153 m^2	820
5	561 m/(s^2)	0.5011	Chula Vista	volleyball	0.0676	1294 N	0.2995	0.3685	1167	284 m^2	1060
0	306 m/(s^2)	1.2187	oakland	ice hockey	1.1996	162 N	1.032	0.6184	541	1155 m^2	1275
5	909 m/(s^2)	0.6509	Bakersfield	volleyball	0.618	355 N	0.178	0.2959	1357	420 m^2	882
0	-28 m/(s^2)	0.9563	San Jose	ice hockey	0.6981	-95 N	1.0605	0.7904	97	806 m^2	1188
4	1184 m/(s^2)	0.5796	San Francisco	soccer	1.1143	?	0.3238	0.5831	567	909 m^2	492
4	1029 m/(s^2)	1.2554	San Francisco	soccer	1.0687	825 N	0.3553	0.9505	1029	1192 m^2	709
0	558 m/(s^2)	1.117	San Jose	track & field	1.3596	97 N	1.0878	0.6156	414	1633 m^2	915
6	613 m/(s^2)	1.255	MODESTO	tennis	0.6996	1036 N	1.1508	0.5338	919	-93 m^2	1008
3	705 m/(s^2)	0.8458	Oakland	motor sports	0.8856	932 N	0.7893	1.0309	886	1006 m^2	1177
5	1264 m/(s^2)	0.1164	Santa Clarita	volleyball	0.1977	915 N	0.2416	0.0927	1022	487 m^2	987
5	398 m/(s^2)	0.6604	Santa Clarita	volleyball	0.1767	1258 N	-0.3345	0.3445	1005	196 m^2	817
2	299 m/(s^2)	1.1017	Riverside	golf	0.4852	923 N	0.8091	0.6288	752	707 m^2	187
3	837 m/(s^2)	0.8875	Oakland	tennis, football	0.9847	1068 N	1.1015	0.8989	988	143 m^2	989
0	571 m/(s^2)	0.4836	Moreno Valley	ice hockey	0.8554	68 N	0.8586	None	335	992 m^2	857
4	1233 m/(s^2)	0.7725	San Francisco	soccer	1.0341	628 N	0.3607	0.568	1139	1019 m^2	370
4	465 m/(s^2)	1.2188	San Francisco	soccer	0.8796	691 N	0.5315	0.5322	913	948 m^2	364
3	593 m/(s^2)	0.8603	Oakland	badminton	1.1573	975 N	1.2729	0.6487	748	738 m^2	1406
1	1146 m/(s^2)	0.8459	Anaheim	basketball	1.0047	589 N	0.8844	0.2804	963	559 m^2	856
2	904 m/(s^2)	1.0733	Moreno Valley	golf	0.6472	1237 N	0.5839	0.6999	905	626 m^2	130
0	385 m/(s^2)	1.1715	Irvine	track & field	1.1138	36 N	1.2793	0.9757	330	655 m^2	1282
3	1006 m/(s^2)	0.6117	Fresno	badminton, baseball	1.0056	342 N	0.9734	0.9241	743	92 m^2	823
5	1046 m/(s^2)	0.4775	Bakersfield	volleyball	0.4908	1093 N	0.4309	0.45	967	303 m^2	1223
4	805 m/(s^2)	0.9299	San Francisco	soccer	1.0074	1032 N	0.1991	1.0203	1089	1035 m^2	n/a
5	825 m/(s^2)	0.3602	Chula Vista	volleyball	0.1803	1172 N	-0.0602	0.521	1144	737 m^2	993
2	1004 m/(s^2)	0.6757	RIVERSIDE	NULL	0.8632	642 N	0.7507	0.9782	1203	108 m^2	115
4	1158 m/(s^2)	1.3212	Modesto	soccer	0.916	1579 N	0.2965	0.6914	813	1280 m^2	663
5	763 m/(s^2)	0.418	Chula Vista	volleyball	-0.0091	1516 N	0.2984	0.0723	839	418 m^2	1259
3	1061 m/(s^2)	0.7733	Oakland	badminton	1.0272	831 N	0.8042	0.8064	706	348 m^2	1265
5	825 m/(s^2)	0.3762	Bakersfield	volleyball	0.1946	753 N	0.3121	0.2049	950	180 m^2	1025
6	1416 m/(s^2)	0.8268	San Diego	football	0.8129	701 N	0.9372	1.0561	1123	221 m^2	782
5	1073 m/(s^2)	0.4827	Bakersfield	volleyball	0.1701	1247 N	0.207	0.4777	925	714 m^2	1089
0	566 m/(s^2)	0.7116	San Jose		0.9296	758 N	1.0335	0.5703	375	716 m^2	751
1	253 m/(s^2)	1.1301	Santa Ana	basketball	1.1043	810 N	0.831	0.3524	1040	1151 m^2	1099
3	1408 m/(s^2)	0.7034	Oakland	badminton	0.8332	996 N	0.9164	0.4212	433	139 m^2	1219
6	893 m/(s^2)	1.0473	Modesto	golf	0.6756	530 N	1.2682	0.7552	940	-58 m^2	1190
6	709 m/(s^2)	1.1495	Modesto	football	0.9081	460 N	0.8544	0.9153	955	133 m^2	695
3	1245 m/(s^2)	0.9279	Fresno	badminton, baseball	0.9948	806 N	1.2933	0.6287	764		1184
1	501 m/(s^2)	1.2012	San Bernardino	boxing	0.8729	1005 N	1.2172	0.004	1057	622 m^2	1103
4	967 m/(s^2)	0.6715	San Francisco	soccer	1.1659	936 N	0.2317	0.8954	1130	744 m^2	525
1	154 m/(s^2)	1.0039	Oakland	basketball	0.9711	1311 N	0.4883	0.0062	1344	776 m^2	921
2	712 m/(s^2)	1.4199	Riverside	golf	0.9567	634 N	0.8629	0.4376	657	581 m^2	-259
6	1065 m/(s^2)	1.1246	Modesto	golf	0.7511	572 N	0.7325	0.8002	1074	248 m^2	686
5	815 m/(s^2)	0.5903	Bakersfield	volleyball	0.157	1049 N	-0.1143	0.4053	1322	753 m^2	1067
1	817 m/(s^2)	1.212	San Bernardino	boxing	0.9426	1034 N	0.8888	0.1678	811	782 m^2	888
2	464 m/(s^2)	0.9294	San Diego	golf	0.625	1463 N	0.668	0.8054	801	388 m^2	-170
3	566 m/(s^2)	0.6981	San Bernardino	baseball, motor sports	1.0837	868 N	1.5125	0.9129	499	516 m^2	964
3	727 m/(s^2)	1.0839	Fresno	motor sports	0.9762	779 N	0.7953	0.7973	952	219 m^2	895
5	1104 m/(s^2)	0.5077	San Francisco	volleyball	0.0886	1489 N	-0.022	0.3129	841	99 m^2	1211
0	128 m/(s^2)	1.078	sAN jOSE	golf	0.7652	13 N	1.0591	0.5372	243	418 m^2	826
3	1196 m/(s^2)	0.5248	Oakland	motor sports, baseball	0.7088	811 N	0.9535	0.6997	515	445 m^2	731
0	156 m/(s^2)	0.6895	Santa Clarita	track & field	0.8448	-34 N	0.9123	0.467	22	970 m^2	803
5	1311 m/(s^2)	0.9245	Bakersfield	soccer	0.2574	1180 N	0.1494	0.0901	966	325 m^2	1327
5	651 m/(s^2)	0.613	Chula Vista	volleyball	0.3669	767 N	0.4256	0.47	1081	784 m^2	784
5	567 m/(s^2)	0.2875	Bakersfield	volleyball	-0.2103	1257 N	0.0459	0.3978	1128	1084 m^2	934
0	63 m/(s^2)	0.3876	Irvine	track & field	1.041	300 N	0.7451	1.2877	322	1565 m^2	801
3	718 m/(s^2)	1.4528	Anaheim	baseball, badminton	1.2962	1421 N		0.61	939	377 m^2	1046
1	832 m/(s^2)	0.4213	San Bernardino	ice hockey	0.7844	798 N	1.0854	-0.3239	?	176 m^2	860
0	634 m/(s^2)	1.0787	Fremont	badminton, motor sports	1.127	-335 N	1.3157	0.5748	415	792 m^2	1448
1	181 m/(s^2)	0.8971	San Bernardino	basketball	0.8656	1518 N	0.8944	0.0312	1247	903 m^2	873
4	576 m/(s^2)	1.1862	San Francisco	soccer	0.8137	795 N	0.8978	0.7477	1037	873 m^2	926
2	848 m/(s^2)	1.1355	San Diego	golf	0.4638	1073 N	0.9437	0.9782	1277	662 m^2	7
3	1007 m/(s^2)	0.8202	Fresno	baseball	1.0025	346 N	1.0551	0.771	1270	272 m^2	659
4	720 m/(s^2)	0.492	San Francisco	golf	0.7729	1037 N	0.3227	0.5386	1233	1064 m^2	594
2	500 m/(s^2)	1.2277	Riverside	golf	0.6252	426 N	0.9081	0.6874	1199	1 m^2	-103
5	832 m/(s^2)	0.5705	Bakersfield	volleyball	0.4228	861 N	-0.0483	0.3538	1122	804 m^2	958
5	859 m/(s^2)	0.5295	Bakersfield	volleyball	0.1919	888 N	0.2757	-0.0554	699	659 m^2	933
0	763 m/(s^2)	0.3585	San Jose	track & field	0.9564	-50 N	1.1819	0.6242	71	479 m^2	978
3	1082 m/(s^2)	0.9463	oAKLAND	baseball, motor sports	1.0992	764 N	0.8466	0.8332	929	238 m^2	1047
1	-11 m/(s^2)	1.2783	Santa Ana	boxing	0.875	938 N	0.806	-0.0059	830	1166 m^2	930
6	709 m/(s^2)	0.9484	Stockton	football, tennis	0.8863	1247 N	1.1319	0.6246	974	35 m^2	950
0	469 m/(s^2)	0.9441	Fremont		0.9601	-304 N	1.1476	0.879	411	965 m^2	1138
6	641 m/(s^2)	1.1688	Modesto	tennis	0.9971	759 N	1.3089	0.6562	1168	111 m^2	994
1	397 m/(s^2)	N/A	San Bernardino	basketball	0.9895	910 N	0.9257	-0.1253	1070	1333 m^2	923
1	813 m/(s^2)	1.1622	San Bernardino	boxing	0.6548	941 N	1.033	0.3359	975	1037 m^2	1274
1	611 m/(s^2)	0.8661	Santa Ana	basketball	0.9398	715 N	0.9288	-0.2081	1079	1330 m^2	626
2	511 m/(s^2)	0.9848	Moreno Valley	golf	0.4576	592 N	0.9036	0.875	1262	352 m^2	-81
3	911 m/(s^2)	0.9536	Oakland	badminton, motor sports	0.7789	1273 N	1.3927	0.8488	252	319 m^2	743
5	372 m/(s^2)	0.1998	Chula Vista	volleyball	0.3128	1247 N	0.3664	0.1777	1166	343 m^2	1065
5	633 m/(s^2)	0.2842	Chula Vista	volleyball	0.3446	495 N	0.0307	0.3308	805	548 m^2	1423
1	-78 m/(s^2)	0.7798	Anaheim	basketball	1.1659	624 N	1.2589	0.1184	457	939 m^2	1003
3	1173 m/(s^2)	1.1032	Oakland	baseball, motor sports	1.0719	1007 N	0.8642	0.6752	718	528 m^2	n/a
1	666 m/(s^2)	1.2113	Santa Ana	basketball	0.9576	1217 N	0.9717	0.1557	820	781 m^2	1061
1	855 m/(s^2)	0.8065	Santa Ana	boxing	1.0919	1002 N	1.259	-0.1169	1090	593 m^2	877
2	529 m/(s^2)	1.4057	Sacramento	golf	0.6549	1269 N	0.8605	0.6582	990	581 m^2	154
5	787 m/(s^2)	-0.0468	Bakersfield	volleyball	-0.2732	670 N	-0.2113	0.1159	1120	510 m^2	1194
1	369 m/(s^2)	0.9019	San Bernardino	boxing	1.011	795 N	1.1177	-0.1572	925	1115 m^2	1146
2	678 m/(s^2)	0.8455	Moreno Valley	golf	0.3349	1077 N	0.7576	0.7972	877	541 m^2	-219
0	-188 m/(s^2)	1.0623	Santa Clarita	track & field	0.8935	-210 N	1.2928	0.6483	1	565 m^2	1500
4	610 m/(s^2)	1.3755	San Francisco	soccer	1.1968	870 N	0.279	0.5593	850	506 m^2	372
1	786 m/(s^2)	1.3704	Anaheim	boxing	1.1712	852 N	1.2631	-0.3139	1292	1220 m^2	990
4	536 m/(s^2)	0.5296	San Francisco	soccer	1.0141	798 N	0.4856	0.9831	1227	1151 m^2	128
1	670 m/(s^2)	0.3583	Anaheim	basketball	0.744	876 N	0.9819	-0.0569	1034	732 m^2	1018
5	1191 m/(s^2)	0.3381	Chula Vista	volleyball	0.2273	1024 N	0.0265	0.2588	1025	212 m^2	779
1	673 m/(s^2)	1.0787	Anaheim	basketball	0.6384	798 N	0.7267	-0.4169	960	673 m^2	1397
3	1073 m/(s^2)	0.9128	Oakland	badminton	1.0173	1234 N	0.8974	0.4664	954	256 m^2	748
6	888 m/(s^2)	1.4948	Long Beach	running	1.2385	767 N	0.9826	0.6265	901	-216 m^2	912
0	855 m/(s^2)	0.2545	Irvine	track & field	0.9464	285 N	1.0736	0.7057	510	670 m^2	1055
4	1221 m/(s^2)	0.5335	San Francisco	soccer	0.8611	657 N	0.6858	0.5525	1050	881 m^2	422
2	604 m/(s^2)	1.3321	San Diego	golf	0.5811	1676 N	N/A	0.9904	1057	638 m^2	n/a
6	843 m/(s^2)	1.1647	Stockton	running	0.8954	1253 N	0.8655	0.6852	1136	219 m^2	808
4	937 m/(s^2)	0.9157	Fresno	tennis, running	1.072	1079 N	0.4659	0.8388	1031	1095 m^2	550
6	402 m/(s^2)	0.9146	Long Beach	tennis	1.3367	112 N	0.9464	0.8249	1073	43 m^2	538
4	936 m/(s^2)	0.7957	San Francisco	soccer	1.0046	750 N	0.4508	0.8212	975	436 m^2	655
4	771 m/(s^2)	1.0021	Oakland	soccer	1.2001	1293 N	N/A	0.8838	598	499 m^2	585
6	879 m/(s^2)	1.2316	Long Beach	tennis	0.9146	1140 N	1.0897	0.9322	1323	314 m^2	733
5	1001 m/(s^2)	0.1546	Bakersfield	volleyball	0.0243	968 N	-0.0086	0.1729	1179	747 m^2	1007
6	934 m/(s^2)	1.0341	Los Angeles	running	0.7812	515 N	n/a	0.9821	958	495 m^2	1006
1	464 m/(s^2)	0.7604	San Diego	boxing	0.9565	1151 N	0.8944	-0.147	777	1311 m^2	1005
1	261 m/(s^2)	0.8215	Santa Ana	boxing	0.8589	1136 N	1.0614	-0.1128	1367	711 m^2	1142
2	605 m/(s^2)	0.94	Moreno Valley	golf	0.5678	635 N	0.4596	0.8718	723	603 m^2	136
4	846 m/(s^2)	0.7773	San Francisco	soccer	1.3088	1664 N	0.7945	0.8817	1016	960 m^2	139
6	787 m/(s^2)	1.2883	Modesto	tennis, running	0.8407	206 N	0.5598	0.7899	1078	-385 m^2	731
1	389 m/(s^2)	0.7468	San Bernardino	basketball	1.1008	842 N	1.0108	-0.1149	1140	803 m^2	1228
4	1452 m/(s^2)	1.163	San Francisco	soccer	1.0745	618 N	0.4474	0.6258	836	592 m^2	599
1	670 m/(s^2)	1.3349	San Bernardino	basketball	0.8468	938 N	0.9616	0.194	1144	745 m^2	735
3	1352 m/(s^2)	0.6809	Oakland	baseball	1.1256	819 N	1.1799	0.6962	763	388 m^2	781
5	627 m/(s^2)	0.3482	Bakersfield	volleyball	0.15	1226 N	0.0723	0.4685	1269	510 m^2	924
6	797 m/(s^2)	1.4002	San Francisco	football	n/a	557 N	0.9174	0.8006	1162	426 m^2	976
4	558 m/(s^2)	0.5686	Anaheim	soccer	0.8235	1302 N	0.4098	0.7817	941	1177 m^2	973
3	537 m/(s^2)	0.9479	Oakland	badminton	1.1031	832 N	1.0265	0.6384	1156	813 m^2	795
4	521 m/(s^2)	0.9371	San Francisco	soccer	0.8894	935 N	0.369	0.698	956	955 m^2	164
6	476 m/(s^2)	1.1096	Stockton	football, running	1.3217	590 N	0.9418	0.5821	848	329 m^2	?
3	1371 m/(s^2)	0.6143	Fresno	motor sports	0.8816	963 N	0.9126	0.5033	826	374 m^2	906
2	337 m/(s^2)	0.7999	Sacramento	GOLF	0.945	1145 N	0.6945	0.6762	842	671 m^2	27
5	505 m/(s^2)	0.3003	Bakersfield	volleyball	0.0971	481 N	0.1872	0.5251	1135	198 m^2	1182
2	644 m/(s^2)	1.115	Sacramento	golf	0.7969	1581 N	0.4642	0.658	1146	761 m^2	235
1	617 m/(s^2)	0.5086	San Bernardino	running, football	1.1015	1089 N	0.8168	-0.1343	1514	1197 m^2	1080
2	887 m/(s^2)	0.9774	Riverside	football, running	0.6835	995 N	0.8342	0.8336	849	745 m^2	81
5	721 m/(s^2)	0.3705	Chula Vista	volleyball	0.0958	1050 N	-0.004	0.5487	1074	1608 m^2	940
0	-57 m/(s^2)	1.4303	Fremont	ice hockey	1.0268	366 N	1.0154	0.7864	379	875 m^2	1230
1	685 m/(s^2)	0.9097	Anaheim	boxing	0.8188	1191 N	0.7689	0.0086	997	1096 m^2	1338
2	464 m/(s^2)	1.042	Moreno Valley	GOLF	0.4447	1023 N	0.8926	0.7826	1028	1024 m^2	398
0	67 m/(s^2)	0.794	Santa Clarita	ice hockey	1.1479	-196 N	1.0095	0.3741	274	874 m^2	873
4	1495 m/(s^2)	0.9324	San Francisco	soccer	1.1574	765 N	0.7902	0.899	1022	719 m^2	536
5	967 m/(s^2)	0.0966	Chula Vista	volleyball	0.3906	646 N	-0.1115	0.4445	851	866 m^2	782
0	538 m/(s^2)	n/a	San Jose	track & field	1.2092	155 N	0.8844	0.1211	247	792 m^2	1395
5	690 m/(s^2)	0.1768	Chula Vista	volleyball	0.0576	796 N	0.1308	0.5744	649	497 m^2	1674
3	921 m/(s^2)	0.7623	Fresno	motor sports	0.9665	789 N	0.9115	0.6891	698	123 m^2	879
6	530 m/(s^2)	1.0337	Stockton	running	1.0089	1172 N	0.7462	0.9642	1107	393 m^2	741
0	364 m/(s^2)	1.1044	San Jose	track & field	1.3186	289 N	1.3131	0.5402	400	1142 m^2	1184
6	806 m/(s^2)	1.0542	Los Angeles	football, running	0.8946	787 N	0.9787	0.811	758	108 m^2	1069
2	1057 m/(s^2)	0.8194	Moreno Valley	golf	0.5852	944 N	0.9412	0.4308	1191	1063 m^2	45
3	1392 m/(s^2)	0.8676	Fresno	Motor Sports, Badminton	1.0757	1307 N	0.8758	0.7826	1067	-397 m^2	1103
5	432 m/(s^2)	0.8671	Bakersfield	volleyball	0.2101	836 N	-0.3532	-0.0201	1195	656 m^2	740
5	349 m/(s^2)	-0.0199	Chula Vista	volleyball	0.229	1083 N	-0.097	0.2208	956	692 m^2	901
6	1032 m/(s^2)	0.8521	Santa Clarita	football	0.9701	765 N	1.2586	?	916	-37 m^2	1102
4	724 m/(s^2)	0.9798	Irvine	soccer	1.2053	1169 N	0.5797	0.9337	916	1092 m^2	355
0	668 m/(s^2)	1.2735	Fremont	ice hockey	0.9633	-287 N	0.698	0.6392	493	892 m^2	1110
2	748 m/(s^2)	0.9459	Sacramento	golf	0.8287	1699 N	1.122	0.8937	1398	805 m^2	100
6	740 m/(s^2)	1.0642	Modesto	football	0.9669	737 N	0.6931	0.3427	1062	448 m^2	664
2	816 m/(s^2)	0.7263	Sacramento	golf	0.7212	536 N	1.0862	0.7332	938	593 m^2	-97
1	209 m/(s^2)	0.7453	Anaheim	boxing	0.8503	1538 N	1.1759	0.0438	868	1546 m^2	957
5	804 m/(s^2)	0.7757	Bakersfield	volleyball	0.254	1498 N	0.4729	N/A	908	1311 m^2	1015
4	1042 m/(s^2)	0.9151	Long Beach	soccer	0.8756	1401 N	0.7951	0.583	1071	670 m^2	673
6	841 m/(s^2)	1.1286	Long Beach	running, football	0.7032	963 N	0.6416	0.6314	1201	85 m^2	1114
1	576 m/(s^2)	0.6187	San Bernardino	Basketball	n/a	578 N	1.0435	-0.1146	1016	889 m^2	1105
5	834 m/(s^2)	0.3039	Bakersfield	volleyball	0.0792	1197 N	-0.1919	0.2405	924	233 m^2	879
2	278 m/(s^2)	1.1367	Riverside	golf	0.6459	860 N	0.5748	0.7168	1065	674 m^2	-163
3	1474 m/(s^2)	1.2748	Fresno	motor sports, baseball	1.1615	1168 N	1.1285	0.5305	658	94 m^2	1083
4	852 m/(s^2)	0.8033	San Francisco	soccer	0.7955	1579 N	0.4046	0.5405	1059	926 m^2	636
3	855 m/(s^2)	1.1283	Fresno	motor sports, badminton	1.1916	851 N	0.962	0.893	1102	835 m^2	938
1	450 m/(s^2)	1.0229	Anaheim	basketball	0.9468	961 N	0.7689	0.0377	1118	774 m^2	1213
1	880 m/(s^2)	0.2171	San Bernardino	basketball	1.1784	1024 N	1.2144	0.033	1233	561 m^2	979
0	435 m/(s^2)	1.1565	San Jose	ice hockey	0.8095	112 N	1.1462	0.8097	472	637 m^2	1124
3	845 m/(s^2)	0.892	Fresno	motor sports	0.877	1058 N	1.0791	0.8409	1078	184 m^2	925
